Ranking;Nombre;Ventas;CNAE_Original;SECTOR_NOMBRE;NIF;ventas_estimado;patentes;confianza;criterio;ano_constitucion;poblacion;numero_empleados;web_oficial;actividad_resumen;tamano_ing;complejidad_txt;cto_actual;propiedad_accionistas;private_equity_firmas;financiacion_publica_detalle;usa_inteligencia_artificial;plataforma_cloud;solvencia_txt;puntos_solv;perfil_txt;veredicto_final;conclusion_sueldo_80k;justificacion_viabilidad;score_viabilidad;provincia
27;SCHAEFFLER IBERIA SLU.;158.017.547;4669;Comercio al por mayor de otra maquinaria y equipo;B20019824;158017547;0;0.0;Sin match;1960;Elgoibar;338 (EINF);www.schaeffler.es;Suministro de componentes de alta precisión y sistemas para aplicaciones de motor, transmisión y chasis.;~30-40 técnicos;Empresa industrial con un fuerte enfoque en la ingeniería de precisión para automoción e industria. Utilizan IA para el mantenimiento predictivo y la optimización de procesos, así como gemelos digitales para la planificación de fábricas. Su stack tecnológico probablemente incluye software de diseño y simulación (CAD/CAE), sistemas de control industrial (SCADA/PLC), y plataformas cloud para el análisis de datos de IoT.;Ferran Pérez - Director Técnico (Revista VÍA LIBRE);Filial del Grupo Schaeffler, una empresa familiar alemana.;Ninguno;Sin datos;SÍ. Utilizan la IA para el mantenimiento predictivo, la detección de anomalías en maquinaria y la planificación eficiente de fábricas mediante gemelos digitales.;"HÍBRIDA. Mencionan una ""Schaeffler cloud"" para integrar datos de sensores de sus sistemas de monitorización de condición, lo que sugiere una plataforma cloud propia o una combinación de servicios.";Filial de un gran grupo industrial global (Grupo Schaeffler) con una facturación de miles de millones de euros. La filial española tiene ventas superiores a los 50 millones de euros.;Máximo;Híbrido Hardware/Software, con un fuerte componente de ingeniería mecánica, mecatrónica y análisis de datos para IoT industrial.;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (71/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 338 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8);71.0;guipúzcoa
28;PAPRESA SL;153.903.026;1712;Fabricación de papel y cartón;B48565469;153903026;0;0.0;Sin match;1993;Errenteria;221 (eInforma);www.papresa.com;Fabricante de papel prensa y para embalajes a partir de material 100% reciclado.;~20-30 técnicos (Ing. Industrial/Procesos);Tecnología de fabricación industrial. Foco en automatización de procesos, eficiencia y sostenibilidad (tratamiento de aguas).;No identificado públicamente;Quantum Capital Partners (Fondo de Private Equity alemán).;Quantum Capital Partners;Sin datos, pero probable candidato a programas de I+D como Hazitek/SPRI.;NO (El foco está en la automatización de procesos industriales y de laboratorio, sin evidencia de uso de IA).;ON-PREMISE / HÍBRIDA (Sistemas industriales on-premise, posible cloud para IT);Propiedad de un fondo de Private Equity (Quantum Capital Partners) que invierte en su transformación industrial.;Máximo;Ingeniería Industrial (procesos, automatización, química, mecánica);TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (73/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 221 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Con PE/VC (+5) | ✅ I+D público (+5);73.0;guipúzcoa
29;ULMA C Y E, S. COOP.;150.386.000;2511;Fabricación de estructuras metálicas y sus componentes;F20023065;150386000;89;0.91;Fuzzy Match (ULMA C Y E);1961;Oñati;630 (Empresite);www.ulmaconstruction.com;Fabricación y comercialización de sistemas industrializados de encofrados, andamios y cimbras para la construcción.;~25-35 técnicos;Principalmente hardware y ingeniería civil/mecánica. Innovación en materiales (bioplásticos) y sistemas autotrepantes. Uso de BIM para modelado 3D.;Iñaki Irizar Moyua - Director Técnico (ULMA Construction);Cooperativa propiedad de sus trabajadores, integrada en el Grupo ULMA.;Ninguno;CDTI (Proyectos de I+D para nuevos materiales y sistemas constructivos).;NO (La matriz Grupo ULMA sí explora la IA en otros verticales como sanidad o forja, pero no hay evidencia de su uso en la división de construcción).;HÍBRIDA;Empresa consolidada con alta facturación (>1500M€) y presencia internacional. Parte de un gran grupo cooperativo (Grupo ULMA).;Máximo;Híbrido Hardware/Ingeniería (Mecánica, Civil, Materiales);TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (73/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 630 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ I+D público (+5) | ⚠️ Sector industrial (+5);73.0;guipúzcoa
30;KAIKU CORPORACION ALIMENTARIA SL;149.155.000;4633;Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles;B31684020;149155000;0;0.0;Sin match;2004;Donostia-San Sebastián;58 (eInforma);www.kaiku.es;Elaboración y comercialización de productos lácteos de valor añadido, como leches, yogures y cafés.;~5-10 técnicos;Empresa del sector alimentario centrada en la innovación de producto. La tecnología se aplica a procesos industriales (Lean Manufacturing) y a la operativa de negocio (ERP, eCommerce), no es una empresa de software.;No identificado públicamente;El accionista mayoritario es el grupo suizo Emmi AG. El Instituto Vasco de Finanzas (Gobierno Vasco) y la cooperativa Kaiku tienen participaciones minoritarias.;Ninguno;Sin datos;NO. No hay evidencia pública del uso de IA en sus productos o procesos.;Sin datos;Facturación superior a 1.400M€ y propiedad de Emmi AG, un gran grupo internacional del sector lácteo, lo que garantiza una elevada estabilidad financiera.;Máximo;Tecnologías de la Información para soporte de negocio (ERP, BI) y marketing digital (eCommerce).;TIBURÓN;VIABLE;🟢 VIABLE (53/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 58 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);53.0;guipúzcoa
32;TELE APOSTUAK PROMOTORA DE JUEGOS Y APUESTAS SA;143.459.914;9200;Actividades de juegos de azar y apuestas;A20854626;143459914;0;0.0;Sin match;2004;Eibar;222 (eInforma/Empresite);www.kirol.es;Organización, comercialización y explotación de juegos y apuestas deportivas a través de su marca Kirolbet.;~30-40 técnicos;Desarrollo y mantenimiento de su propia plataforma omnicanal de apuestas (Kirolsoft) y aplicaciones móviles.;No identificado públicamente;Grupo KIROL, un consorcio de empresas e individuos del sector del juego. Víctor Ugarte Municha es el Presidente.;Ninguno;"Ha recibido subvenciones del programa ""Industria Digitala"" y ""Ciberseguridad Industrial"" de la SPRI en 2022.";SÍ. Ha promovido investigaciones con la UPV-EHU aplicando técnicas de inteligencia artificial y utiliza soluciones de onboarding digital con IA.;HÍBRIDA;Facturación superior a 30 millones de euros y perceptora de financiación pública, lo que indica una sólida posición financiera.;Máximo;Software Developers (backend, frontend, mobile) y Data Engineers para su plataforma propietaria Kirolsoft.;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (71/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 222 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8);71.0;guipúzcoa
33;IRIZAR E-MOBILITY SL.;143.013.354;2910;Fabricación de vehículos de motor;B75103515;143013354;0;0.0;Sin match;2014;Aduna;405 (Empresite);www.irizar-emobility.com;Fabricación de autobuses eléctricos y soluciones integrales de electromovilidad para ciudades.;~40-60 técnicos;Hardware (vehículos eléctricos, baterías, cargadores) y Software (gestión de flotas, telemática, Big Data, IA).;No identificado públicamente;Irizar S. Coop. (Grupo Irizar);Ninguno;CDTI/Hazitek/SPRI;SÍ, participa en proyectos europeos de conectividad, Big Data e inteligencia artificial para un transporte inteligente y conectado.;HÍBRIDA;Filial del Grupo Irizar, un conglomerado industrial sólido con ventas de 1.074 millones de euros y 3.960 empleados. Crecimiento de ventas del 41,76% entre 2023 y 2024.;Máximo;Híbrido Hardware/Software con un fuerte componente de ingeniería en automoción, energía y telemática.;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (76/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 405 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5);76.0;guipúzcoa
34;GIROA SOCIEDAD ANONIMA;137.226.000;7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;A20071429;137226000;2;1.0;Exacto (Normalizado);1981;Donostia-San Sebastián;814 (eInforma);www.veolia.es;Servicios técnicos de ingeniería, mantenimiento, eficiencia energética y gestión de agua y residuos.;~60-80 técnicos;Gestión energética (Hubgrade), IoT y participación en proyectos de I+D europeos sobre Smart Buildings, IA y Cloud.;No identificado públicamente;Veolia (multinacional francesa);Ninguno;Participa en proyectos financiados por la UE (Horizon Europe, H2020).;SÍ. Participa en proyectos de I+D para aplicar IA en la gestión energética y refrigeración de data centers.;HÍBRIDA. Desarrolla y participa en proyectos de plataformas basadas en la nube para la gestión energética.;Facturación de 137.2M€ en 2023 y propiedad de la multinacional Veolia, lo que garantiza una alta capacidad financiera.;Máximo;Híbrido entre ingeniería de instalaciones (climatización, energía) y software (gestión energética, IoT, cloud).;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (73/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 814 empleados (+15) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ⚠️ Sector industrial (+5);73.0;guipúzcoa
35;PAPEL ARALAR SA;134.542.000;1712;Fabricación de papel y cartón;A20613253;134542000;0;0.0;Sin match;1935;Amezketa;175 (eInforma);www.papelaralar.com;Fabricación de papel para embalaje flexible y otras especialidades.;~10-15 técnicos;Industria 4.0: Maquinaria avanzada, automatización de procesos y almacén inteligente.;No identificado públicamente;Empresa familiar (Familia Amunarriz);Ninguno;CDTI (Proyecto de nuevo papel para mascarillas);NO (No se ha encontrado evidencia pública de uso de IA en sus productos o procesos);ON-PREMISE;Facturación superior a 1000M€ y beneficiaria de financiación pública para I+D.;Alto;Industrial con enfoque en I+D de producto y optimización de procesos.;TIBURÓN;VIABLE;🟢 VIABLE (62/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 175 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5);62.0;guipúzcoa
37;ADUNA 2021 SA.;124.575.414;4649;Comercio al por mayor de otros artículos de uso doméstico;A20075156;124575414;0;0.0;Sin match;1982;Aduna;189 (einforma);www.elkar.eus;Comercio al por mayor y menor de libros, material audiovisual y artículos de ocio.;~5-10 técnicos;Principalmente una plataforma de comercio electrónico (e-commerce) para la venta de libros y productos culturales.;No identificado públicamente;Sociedad Anónima Unipersonal, lo que indica un único accionista.;Ninguno;Sin datos relevantes de financiación pública para desarrollos tecnológicos.;NO. No hay evidencia pública del uso de inteligencia artificial en sus operaciones principales.;No identificado públicamente, probablemente un proveedor de hosting para su plataforma de e-commerce.;Facturación superior a los 100 millones de euros, lo que indica una alta solvencia financiera.;Alto;Principalmente perfiles para el mantenimiento y desarrollo de su plataforma de e-commerce.;PYME;POSIBLE;🟡 POSIBLE (47/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 189 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ❌ Sector bajo salario (-10);47.0;guipúzcoa
38;INDUSTRIAS ELECTROMECANICAS G H SA;123.098.800;2822;Fabricación de maquinaria de elevación y manipulación;A20019923;123098800;0;0.0;Sin match;1958;Beasain;274 (Empresite);www.ghcranes.com;Fabricación de grúas, polipastos y otros componentes y maquinaria de elevación.;~25-35 técnicos;Empresa industrial con un fuerte componente de ingeniería de hardware que está incorporando soluciones de Industria 4.0, IoT y software para la monitorización y mantenimiento predictivo (Plataforma Edge Inteligente).;Eneko Ayerbe - Director TI (ZIUR);Propiedad familiar.;Ninguno;Ha recibido apoyo del Gobierno Vasco y de la Unión Europea (FEDER) para proyectos de I+D (Hazitek). También se menciona su participación en programas del CDTI.;"SÍ. Inmersa en proyectos de I+D para el desarrollo de una ""Plataforma Edge Altamente Inteligente y Adaptativa"" y un ""Asistente de Mantenimiento Inteligente"" para sus grúas.";HÍBRIDA;Facturación de 123.1M€ con resultados positivos de más de 11M€ en 2024, lo que indica una fuerte capacidad financiera.;Máximo;Híbrido Hardware/Software con enfoque en Industria 4.0 e IoT.;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (76/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 274 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5);76.0;guipúzcoa
39;NATRA OÑATI SOCIEDAD ANONIMA.;121.951.000;1082;Fabricación de cacao, chocolate y productos de confitería;A20206009;121951000;0;0.0;Sin match;1943;Oñati;400 (eInforma);www.natra.com;Fabricación de productos de chocolate e ingredientes derivados del cacao para marcas de distribución.;~20-30 técnicos;Tecnología industrial y de procesos. Automatización de plantas de producción (Industria 4.0), I+D en alimentación y gestión avanzada de cadena de suministro y trazabilidad.;No identificado públicamente;En julio de 2022, el fondo de capital riesgo CapVest adquirió Natra a Investindustrial.;CapVest;Ha recibido ayudas del programa Hazitek de SPRI (Gobierno Vasco) para proyectos de I+D en 2022 y 2023. También ha participado en proyectos financiados por el CDTI.;NO (No hay evidencia pública del uso de IA en sus productos o procesos de fabricación).;Sin datos;Propiedad de un gran fondo de capital riesgo (CapVest) y facturación de cientos de millones de euros (€121.9M solo la planta de Oñati en 2023), lo que indica una fuerte capacidad financiera.;Máximo;Híbrido Industrial/Alimentario (Ingenieros de procesos, automatización, I+D en alimentación, calidad) y TI (ERP, sistemas de producción).;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (70/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 400 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Con PE/VC (+5) | ✅ I+D público (+5);70.0;guipúzcoa
40;INDUSTRIAS DE TRANSFORMACION DE ANDOAIN SA;120.060.640;1712;Fabricación de papel y cartón;A20040648;120060640;0;0.0;Sin match;1974;Andoain;224 (Noticia Nov 2024);www.itasa.es;Fabricación y desarrollo de papeles y films siliconados (release liners) para diversos sectores industriales.;~10-15 técnicos;Empresa industrial con enfoque en I+D de materiales y procesos químicos para la fabricación de 'release liners'. Cuentan con un centro de innovación (CoLab).;No identificado públicamente;Parte del grupo multinacional Mativ Holdings, Inc. desde 2021.;Ninguno;Sin datos;NO. No hay evidencia pública del uso de IA en sus productos o procesos.;No identificado públicamente;Facturación de 156M€ en 2024 y perteneciente a un grupo multinacional (Mativ Holdings, Inc.), lo que indica una alta solvencia.;Máximo;Híbrido Hardware/Procesos Industriales;TIBURÓN;VIABLE;🟢 VIABLE (65/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 224 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);65.0;guipúzcoa
41;ELMUBAS IBERICA SL;119.515.566;1092;Fabricación de productos para la alimentación de animales de compañía;B20104055;119515566;0;0.0;Sin match;1978;Azpeitia;230 (ADEGI);www.elmubas.com;Fabricante líder de marca blanca de alimentos secos para perros y gatos.;~5-10 técnicos;Planta de producción industrial automatizada con un fuerte componente de I+D en nutrición y calidad.;Javier Cobo - Responsable de IT (Spri.eus);Portobello Capital (mayoritaria) y Gobierno Vasco (EZTEN, Grupo SPRI).;Portobello Capital;Participada por el fondo de capital riesgo público EZTEN (Grupo SPRI) y ha recibido ayudas del programa de ciberseguridad industrial del Grupo SPRI.;"NO. No hay evidencia pública del uso de IA en sus productos o procesos principales; el enfoque tecnológico está en la automatización industrial y la I+D de producto.";Sin datos;Adquirida por el fondo de capital riesgo Portobello Capital por más de 200M€ en 2019 y con una facturación prevista de 150M€ en 2023.;Máximo;Industrial / Automatización / I+D Alimentación;TIBURÓN;VIABLE;🟢 VIABLE (65/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 230 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Con PE/VC (+5);65.0;guipúzcoa
42;DANOBAT S. COOP;119.495.000;2849;Fabricación de otras máquinas herramienta;F20028809;119495000;110;0.88;Fuzzy Match (DANOBAT);1954;Elgoibar;422 (einforma);www.danobatgroup.com;Fabricación de máquinas-herramienta de alto valor añadido, como rectificadoras, tornos y soluciones de automatización.;~60-80 técnicos;Desarrollo de maquinaria avanzada con robótica de precisión, sistemas de automatización industrial (Industria 4.0), IoT y soluciones digitales para mantenimiento predictivo.;No identificado públicamente;Cooperativa integrada en la Corporación Mondragón.;Ninguno;Ha recibido financiación del programa Hazitek del Gobierno Vasco para proyectos de I+D.;SÍ, aplica técnicas de inteligencia artificial para el mantenimiento predictivo de su maquinaria, optimizando procesos y anticipándose a posibles fallos.;No identificado públicamente;Facturación consolidada de Danobatgroup superior a los 300 millones de euros y una plantilla de más de 1.400 personas, lo que indica una alta capacidad financiera.;Máximo;Híbrido Hardware/Software, con un fuerte enfoque en ingeniería mecánica, automatización, robótica y desarrollo de software industrial.;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (70/100 pts) - ✅ Ventas >100M€ (+30) | ✅ 422 empleados (+15) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ✅ Usa IA (+8) | ✅ I+D público (+5);70.0;guipúzcoa
